a,b,c,a2,b2,c2,abc
0,0,139,0,0,19321,19321
0,0,140,0,0,19600,19600
0,0,141,0,0,19881,19881
0,0,142,0,0,20164,20164
0,0,143,0,0,20449,20449
0,0,144,0,0,20736,20736
0,0,145,0,0,21025,21025
0,0,146,0,0,21316,21316
0,0,147,0,0,21609,21609
0,0,148,0,0,21904,21904
0,0,149,0,0,22201,22201
0,0,150,0,0,22500,22500
0,0,151,0,0,22801,22801
0,0,152,0,0,23104,23104
0,0,153,0,0,23409,23409
0,0,154,0,0,23716,23716
0,0,155,0,0,24025,24025
0,0,156,0,0,24336,24336
0,0,157,0,0,24649,24649
0,0,158,0,0,24964,24964
0,0,159,0,0,25281,25281
0,0,160,0,0,25600,25600
0,0,161,0,0,25921,25921
0,0,162,0,0,26244,26244
0,0,163,0,0,26569,26569
0,0,164,0,0,26896,26896
0,0,165,0,0,27225,27225
0,0,166,0,0,27556,27556
0,0,167,0,0,27889,27889
0,0,168,0,0,28224,28224
0,0,169,0,0,28561,28561
0,0,170,0,0,28900,28900
0,0,171,0,0,29241,29241
0,0,172,0,0,29584,29584
0,0,173,0,0,29929,29929
0,0,174,0,0,30276,30276
0,0,175,0,0,30625,30625
0,0,176,0,0,30976,30976
0,0,177,0,0,31329,31329
0,0,178,0,0,31684,31684
0,0,179,0,0,32041,32041
0,0,180,0,0,32400,32400
0,0,181,0,0,32761,32761
0,0,182,0,0,33124,33124
0,0,183,0,0,33489,33489
0,0,184,0,0,33856,33856
0,0,185,0,0,34225,34225
0,0,186,0,0,34596,34596
0,0,187,0,0,34969,34969
0,0,188,0,0,35344,35344
0,0,189,0,0,35721,35721
0,0,190,0,0,36100,36100
0,0,191,0,0,36481,36481
0,0,192,0,0,36864,36864
0,0,193,0,0,37249,37249
0,0,194,0,0,37636,37636
0,0,195,0,0,38025,38025
0,0,196,0,0,38416,38416
0,0,197,0,0,38809,38809
0,0,198,0,0,39204,39204
0,0,199,0,0,39601,39601
0,3,4,0,9,16,25
0,5,12,0,25,144,169
0,6,8,0,36,64,100
0,7,24,0,49,576,625
0,8,15,0,64,225,289
0,9,12,0,81,144,225
0,9,40,0,81,1600,1681
0,10,24,0,100,576,676
0,11,60,0,121,3600,3721
0,12,16,0,144,256,400
0,12,35,0,144,1225,1369
0,13,84,0,169,7056,7225
0,14,48,0,196,2304,2500
0,15,20,0,225,400,625
0,15,36,0,225,1296,1521
0,15,112,0,225,12544,12769
0,16,30,0,256,900,1156
0,16,63,0,256,3969,4225
0,17,144,0,289,20736,21025
0,18,24,0,324,576,900
0,18,80,0,324,6400,6724
0,19,180,0,361,32400,32761
0,20,21,0,400,441,841
0,20,48,0,400,2304,2704
0,20,99,0,400,9801,10201
0,21,28,0,441,784,1225
0,21,72,0,441,5184,5625
0,22,120,0,484,14400,14884
0,24,32,0,576,1024,1600
0,24,45,0,576,2025,2601
0,24,70,0,576,4900,5476
0,24,143,0,576,20449,21025
0,25,60,0,625,3600,4225
0,26,168,0,676,28224,28900
0,27,36,0,729,1296,2025
0,27,120,0,729,14400,15129
0,28,45,0,784,2025,2809
0,28,96,0,784,9216,10000
0,28,195,0,784,38025,38809
0,30,40,0,900,1600,2500
0,30,72,0,900,5184,6084
0,32,60,0,1024,3600,4624
0,32,126,0,1024,15876,16900
0,33,44,0,1089,1936,3025
0,33,56,0,1089,3136,4225
0,33,180,0,1089,32400,33489
0,35,84,0,1225,7056,8281
0,35,120,0,1225,14400,15625
0,36,48,0,1296,2304,3600
0,36,77,0,1296,5929,7225
0,36,105,0,1296,11025,12321
0,36,160,0,1296,25600,26896
0,39,52,0,1521,2704,4225
0,39,80,0,1521,6400,7921
0,40,42,0,1600,1764,3364
0,40,75,0,1600,5625,7225
0,40,96,0,1600,9216,10816
0,40,198,0,1600,39204,40804
0,42,56,0,1764,3136,4900
0,42,144,0,1764,20736,22500
0,44,117,0,1936,13689,15625
0,45,60,0,2025,3600,5625
0,45,108,0,2025,11664,13689
0,48,55,0,2304,3025,5329
0,48,64,0,2304,4096,6400
0,48,90,0,2304,8100,10404
0,48,140,0,2304,19600,21904
0,48,189,0,2304,35721,38025
0,49,168,0,2401,28224,30625
0,50,120,0,2500,14400,16900
0,51,68,0,2601,4624,7225
0,51,140,0,2601,19600,22201
0,52,165,0,2704,27225,29929
0,54,72,0,2916,5184,8100
0,55,132,0,3025,17424,20449
0,56,90,0,3136,8100,11236
0,56,105,0,3136,11025,14161
0,56,192,0,3136,36864,40000
0,57,76,0,3249,5776,9025
0,57,176,0,3249,30976,34225
0,60,63,0,3600,3969,7569
0,60,80,0,3600,6400,10000
0,60,91,0,3600,8281,11881
0,60,144,0,3600,20736,24336
0,60,175,0,3600,30625,34225
0,63,84,0,3969,7056,11025
0,64,120,0,4096,14400,18496
0,65,72,0,4225,5184,9409
0,65,156,0,4225,24336,28561
0,66,88,0,4356,7744,12100
0,66,112,0,4356,12544,16900
0,69,92,0,4761,8464,13225
0,70,168,0,4900,28224,33124
0,72,96,0,5184,9216,14400
0,72,135,0,5184,18225,23409
0,72,154,0,5184,23716,28900
0,75,100,0,5625,10000,15625
0,75,180,0,5625,32400,38025
0,78,104,0,6084,10816,16900
0,78,160,0,6084,25600,31684
0,80,84,0,6400,7056,13456
0,80,150,0,6400,22500,28900
0,80,192,0,6400,36864,43264
0,81,108,0,6561,11664,18225
0,84,112,0,7056,12544,19600
0,84,135,0,7056,18225,25281
0,84,187,0,7056,34969,42025
0,85,132,0,7225,17424,24649
0,87,116,0,7569,13456,21025
0,88,105,0,7744,11025,18769
0,88,165,0,7744,27225,34969
0,90,120,0,8100,14400,22500
0,93,124,0,8649,15376,24025
0,95,168,0,9025,28224,37249
0,96,110,0,9216,12100,21316
0,96,128,0,9216,16384,25600
0,96,180,0,9216,32400,41616
0,99,132,0,9801,17424,27225
0,99,168,0,9801,28224,38025
0,100,105,0,10000,11025,21025
0,102,136,0,10404,18496,28900
0,104,153,0,10816,23409,34225
0,104,195,0,10816,38025,48841
0,105,140,0,11025,19600,30625
0,108,144,0,11664,20736,32400
0,111,148,0,12321,21904,34225
0,112,180,0,12544,32400,44944
0,114,152,0,12996,23104,36100
0,117,156,0,13689,24336,38025
0,119,120,0,14161,14400,28561
0,120,126,0,14400,15876,30276
0,120,160,0,14400,25600,40000
0,120,182,0,14400,33124,47524
0,123,164,0,15129,26896,42025
0,126,168,0,15876,28224,44100
0,129,172,0,16641,29584,46225
0,130,144,0,16900,20736,37636
0,132,176,0,17424,30976,48400
0,133,156,0,17689,24336,42025
0,135,180,0,18225,32400,50625
0,138,184,0,19044,33856,52900
0,140,147,0,19600,21609,41209
0,140,171,0,19600,29241,48841
0,141,188,0,19881,35344,55225
0,144,165,0,20736,27225,47961
0,144,192,0,20736,36864,57600
0,147,196,0,21609,38416,60025
0,160,168,0,25600,28224,53824
0,180,189,0,32400,35721,68121
